IMG_20190129_113426		Forresst Пидрила Ебаный	Forresst is a fucking faggot.	Russian
IMG_20190129_113426		all my smoke		English
IMG_20190129_113430		ТЮРЬМА	Jail	Russian
IMG_20190129_113430		ЗОНА 89	Zone 89	Russian
IMG_20190129_113430		за геологию и двор - стреляю в упор!	I shoot on sight for geology and my backyard.	Russian
IMG_20190129_113430		Складывается ощущение, что геофак состоит из одних хуесосов.\n#мимобомбадил	It seems that there are only cock suckers at the geology department.\n#mimobombadil	Russian
IMG_20190129_113438		moscow sp@rtak		English
IMG_20190129_113438		ещё на вас отыграемся	We'll have our revenge on you.	Russian
IMG_20190129_113438		Л Б Будак (злой)	L B [Budak] (evil)	Russian
IMG_20190129_113438	verse	Писать на стенах туалета\nУвы, друзья, немудрено,\nСреди говна вы все поэты,\nСреди поэтов - вы ГАВНО!\nоставить комментарий...\nотправить	Writing on toilet walls,\nAlas, is quite easy, my friends,\nYou all are poets among the shit,\nBut you are shit among the poets.\nComment...\nSend	Russian
IMG_20190129_113438	reply	3❤\nмне нравится	3❤\nlikes	Russian
IMG_20190129_113438	reply	Это произведение защищено патентом. Пожалуйста, оставьте свой контактный телефон для судебного разбирательства.	This is copyrighted material. Please leave your phone number for the litigation.	Russian
IMG_20190129_113438		Если б я так в школе срал	I wish I shitted like this when I was in high school.	Russian
IMG_20190129_113438	reply	во-во	Exactly.	Russian
IMG_20190129_113438		кто-нибудь это видел?	Has anyone seen this?	Russian
IMG_20190129_113438	reply	да, [нрзб] Гуф умер	Yes, [...] Guf is dead.	Russian
IMG_20190129_113438	verse	очи лезут из орбит\nочень [тускло свет] горит\nпо [стене стекает] кал\nнихуя [себе посрал]	My eyes are out of their orbits,\nThe [light is very dim],\nShit is pouring down the wall\nThe fuck [have I shitted]!	Russian
IMG_20190129_113444		всю дверь засрали, пидоры!	The entire door is in shit, you faggots!	Russian
IMG_20190129_113444		Вот и всё (точка)\nНу что (вопрос)	That's it (period)\nSo what (question mark)	Russian
IMG_20190129_113506		КУРИ ГАШ	Smoke hash.	Russian
IMG_20190129_113506		ГОЛОСУЙ ПРОТИВ ВСЕХ	Vote against all.	Russian
IMG_20190129_113506		make cash smoke hash		English
IMG_20190129_113506		Вегас был в гостях	Vegas paid a visit.	Russian
IMG_20190129_113506		мясу смерть	Death to the meat [Spartak fans].	Russian
IMG_20190129_113506		卐	卐	Other
IMG_20190129_113512_HHT		ДУКА$	Duka$	Russian
IMG_20190129_113512_HHT	verse	Убийствен, как мортира, фольклор сего сортира.	The folklore of this toilet is killing like a mortar.	Russian
IMG_20190129_113528		вайнона райдер до сих пор охуенная	Winona Ryder is still fucking hot!	Russian
IMG_20190129_113528		где взять?	Where can I get some?	Russian
IMG_20190129_113528		Курю	I'm smoking.	Russian
IMG_20190129_113528		спайс говно	[This] spice is shit.	Russian
IMG_20190129_113528		иногда, в одиночестве	Sometimes, being alone.	Russian
IMG_20190129_113528	reply	я всегда	I'm always.	Russian
IMG_20190129_113528		под медленным.	[Under slow.]	Russian
IMG_20190129_113528		я поблёвысавую	[I keep throwing up.]	Russian
IMG_20190129_113528		Я покурил	I've smoked.	Russian
IMG_20190129_113528		Я курю мутный	I'm smoking [the muddy one].	Russian
IMG_20190129_113528		Я поорал =)\nпочти	I LOLd :)\nalmost	Russian
IMG_20190129_113528	reply	Всем похуй!	Noone gives a shit!	Russian
IMG_20190129_113528	verse	Все эти ваши партии\nСобрания и фракции\nПо мне вся эта фикция\nНе стоит ничего	All your parties\nCongresses and factions\nI think all this illusion\nIs worth nothing.	Russian
IMG_20190129_113528	verse reply	Вы всё пиздите нам\nС экранов телевизоров\nА я вам в ответ\nпроору всё равно	You're talking bullshit\nFrom the TV screens,\nAnd, in response,\nI'll shout anyway.	Russian
IMG_20190129_113528		П. Е. Н.\n-су\n-сука	[P. E. N.\nass-]\nasshole.	Russian
IMG_20190129_113528		Viva la revolucion	Long live the revolution.	Spanish
IMG_20190129_113528		Что делать если часы изнутри запотели?	What do you do if is there's condensed water inside your watch?	Russian
IMG_20190129_113528	reply	смириться!	Live with it!	Russian
IMG_20190129_113604		ПОСРАЛ?	Have you shitted?	Russian
IMG_20190129_113604	reply	Нет!	No!	Russian
IMG_20190130_120605	verse	Верь в чудо!\nВеди сквозь ушко игольное караван верблюдов!\nБудь капитаном своего судна!\nОтправляйся в путешествие сквозь груды книг!	Believe in the miracle!\nLead a caravan through the eye of a needle!\nBe the captain of your own ship!\nStart on a journey through piles of books!	Russian
IMG_20190130_120829		хватит писать неразборчивую вязь	You should stop writing unreadable gibberish!	Russian
IMG_20190130_120829	reply	НЕТ, не хватит	No, you shouldn't stop.	Russian
IMG_20190130_120829	reply	Люди с геофака тут срали ТОЖЕ	The geology people have also shitted here.	Russian
IMG_20190130_120831		ТУТ СРАЛ ЛЁХА	Lyokha shitted here.	Russian
IMG_20190130_120911		- ШО ДЕЛАЕМ?\n- КАКАЕМ!\n- ТУПО КАКАЕМ?\n- СРЁМ ЗДЕСЬ!	What are we doing?\nDoing a poo!\nJust doing a poo?\nShitting here!	Russian
IMG_20190130_120915		🐱 УЧИТЕЛЕМ БУДЕШЬ?!?!??	Are you gonna be a teacher?	Russian
IMG_20190130_121139		каково максимальное отклонение от актуального [времени] у остановившихся часов?↗ 🕖	What's the maximal deviation from the real [time] that a broken watch has?	Russian
IMG_20190130_121141		Здесь не было Киры 2014\nи 2015	Kira was not here 2014.\nAnd 2015.	Russian
IMG_20190130_121141		Здесь не было	was not here.	Russian
IMG_20190130_121141		ЗДЕСЬ НИКОГО НЕ БЫЛО	Nobody has been here.	Russian
IMG_20190130_121146		не [было] смысла	There [was] no sense.	Russian
IMG_20190130_121146		Здесь не было сортирки	There was no toilet paper.	Russian
wc_Wien_uni		YOU↘\n↙LEFT SYSTEM		English
Tallinn_20190109_133144	reply	neither does sumo wrestling!\noops!		English
Tallinn_20190109_133144	reply	sumo has th[r]ee weight classes\noops back		English
Tallinn_20190109_133144	reply	But apparently you can not be the size of a sumo wrestler to take a crap here!		English
Tallinn_20190109_133421		NOTHING is better than an ASSfuck!\nENJOY a DICK 		English
Tallinn_20190109_133432		DONBASS = UKRAINE 		English
Tallinn_20190109_133432		Polak! 	Polish person!	Polish
Tallinn_20190109_133432		ХУЙ ВАМ 	Fuck yourselves!	Russian
Bielefeld_20171004_202743		DE PUTA MADRE 🙂	Mother of a whore.	Spanish
Bielefeld_20171004_202743		De puto padre 🙁	Father of a male whore.	Spanish
Berlin_20170628_202103		☭	☭	Other
20190327_113819		(Remember)↓\nYou are Love		English
20190327_113819		(Don't forget)↓\nYou are God		English
20190327_113819		Diogenes did nothing wrong!		English
20190327_113827		WORKERS OF THE WORLD UNITE!\nYOU HAVE NOTHING TO LOSE BUT YOUR CHAINS!		English
20190327_113827	correction	JOB		English
20190327_113827	correction	Dignity		English
20190327_113827		(Remember)↓\nWe are One		English
20190327_113927		The world is a fucked up place and ignorance is bliss ✓ 		English
20190327_160225		I HATE\n(1) IRONY\n(2) VANDALISM\n(3) LISTS 		English
20190327_160225	reply	→ Racism\nVandals\nGerman tribe\nRoman Empire 		English
20190327_160225	reply	↙ Censorship is bad for society 		English
20190327_160225	correction	a mark of a civilised society 		English
20190327_160225		ARAB DOGS OUT OF EUROPE		English
20190327_160225		AND IRAQIS OUT OF FINLAND ↗		English
20190327_160231		Mein panzerwagen ist kaputt!\nHilfe!	My armored car is broken!\nHelp!	German
20190327_160231		DURCH DIE WÜRZELN ALLES\nANFANGEN KÖNNEN MÜSSEN 		German
20190327_160231		Metaphysics is good 4 you 		English
20190327_160231	correction	↑ are 		English
20190327_160231		IT'S OK TO BE WHITE 		English
20190327_160231		But I prefer to be Black Jewish Lesbian FEMINIST\n(and I'm having a shit in your toilet to make a point) 		English
20190327_160231		Why Be If You Could Just Not to Be 		English
20190327_160240		☭ 	☭ 	Other
20190327_160240		Orbán egy geci	Orbán is a motherfucker 	Hungarian
Tmn_gymnasium_83_F_1		КЕК НДЭ	Lol, yeah.	Russian
Tmn_gymnasium_83_F_1		Люблю моего В.	I love my V.	Russian
Tmn_gymnasium_83_F_1	verse	Граф Ван Лав	Duke One Love.	Russian
Tmn_gymnasium_83_F_1		говно	Shit.	Russian
Tmn_gymnasium_83_F_1		А+М = две картошы4ки	A+M = two potatoes.	Russian
Tmn_gymnasium_83_F_2		СДАМ НА 143 балла	I'll have 143 points [for the exam].	Russian
Tmn_gymnasium_83_F_2		ЕГЭ СОСЁТ 🙂	The exam sucks.	Russian
Tmn_gymnasium_83_F_3		не исключайте :(	Don't expel me.	Russian
Tmn_gymnasium_83_F_4		ЗДЕСЬ были две Зайки ❤	Two bunnies / cuties have been here.	Russian
Tmn_gymnasium_83_F_5_tut_bomba_poor_quality		ТУТ БОМБА ↓ 💣	There's a bomb here.	Russian
Tmn_gymnasium_83_F_6		ХРАП	[SNORE]	Russian
Tmn_gymnasium_83_F_7		Willy Wonka		English
Tmn_gymnasium_83_M_1_edited		<ИМЯ> гомик -\n<ИМЯ> -\n- ДА	<NAME> is a faggot.\n<NAME> -\n- Yes.	Russian
Tmn_gymnasium_83_M_2		ХУЙ	Dick.	Russian
Tmn_gymnasium_83_M_2		СРАТЬ	Shit.	Russian
9dec2013-2-msu-f		Я хочу чтоб все мои одногруппники сдохли, это норм?	I want all my classmates to die, is that OK?	Russian
9dec2013-2-msu-f	reply	нет, не совсем, [нрзб]	No, not really, [...]	Russian
9dec2013-2-msu-f		ВСЁ СОН, БОГА НЕТ, УНИВЕР - БЕГ НА МЕСТЕ	Everything is a dream, there is no god, university is running on the spot.	Russian
9dec2013-2-msu-f	reply	столько пессимизма?\nГде-то точно есть Бог, правда и явь	[Why] so much pessimism?\nThere is God, truth and reality somewhere.	Russian
9dec2013-2-msu-f		У меня запор!!!	I have constipation.	Russian
9dec2013-2-msu-f	reply	А У МЕНЯ ЗАБОР :(	And I have a fence.	Russian
9dec2013-msu-f		❤ Все уебаны\nхочу съесть свое говно	Everyone is a moron.\nI want to eat my own shit.	Russian
11dec2013-2-msu-f		DON'T BEAM ME UP SCOTTY\nI'M TAKING A SHI[T]		English
11dec2013-3-msu-f		Silence of the lambs will fall		English
11dec2013-msu-f		HIMYM ❤		English
11dec2013-msu-f		Join the Clone club!		English
11dec2013-msu-f		Дынееб	Melon fucker.	Russian
11dec2013-msu-f		мартышлюшка	Ape whore.	Russian
11dec2013-msu-f		Ахуенно умная ракетчица	[I'm a] fucking smart missile launcher.	Russian
11dec2013-msu-f		Как вам 5 сезон?	How do you like season 5?	Russian
11dec2013-msu-f	reply	Говно, смотри[те] "Игру престолов"	Bullshit, you should watch "Game of Thrones".	Russian
11dec2013-msu-f	reply	Мне нравится "Игра престолов", но я всё-таки хочу поговорить про 5 сезон Misfits.\n3 серия супер! Как будто сериал и не скатывался.	I like "Game of Thrones", but still I'd like to discuss season 5 of Misfits.\nEpisode 3 is fantastic! You could think the series is back on track.	Russian
11dec2013-msu-f	reply	А кто из [НП] тебе больше нравится? =D	Who in [Misfits?] do you like the most then?	Russian
11dec2013-msu-f		Туалетная бумага для слабаков.	Toilet paper is for losers.	Russian
11dec2013-msu-f		блеать	Fuck.	Russian
13dec2013-2-msu-f		Моэ моэ кьюн	Moe moe kyun (some otaku meme)	Russian
13dec2013-2-msu-f		fuck yeah!\nGame of Thrones ❤		English
13dec2013-2-msu-f	reply	winter is coming!		English
13dec2013-2-msu-f	reply	он умрет	He will die.	Russian
13dec2013-2-msu-f	reply	он нихуя не знает	He doesn't know shit.	Russian
13dec2013-3-msu-f		кто-нибудь смотрит "Ганнибала"? =)	Is anybody watching "Hannibal"?	Russian
13dec2013-3-msu-f	reply	Дааа ↑\nЗачетный сериал	Yeah.\nCool series.	Russian
13dec2013-3-msu-f		метро - классный фильм	"Metro" is a cool movie.	Russian
13dec2013-3-msu-f		Fairy Tail ?^^		English
13dec2013-3-msu-f		ПЫЩ		Russian
13dec2013-4-msu-f		МГУ ВЫШКУ превосходит во многом, но главное - общность многих поколений в переписке на стенах туалета!!!	MSU surpasses HSE in many respects, but the most important thing is multiple generations coming together to write on the toilet walls!	Russian
13dec2013-4-msu-f		КОММЬЮНИТИ?!	Community?	Russian
13dec2013-msu-f		What about the Gossip Girl? =)		Russian
15may2014-msu-f		Пиздец тут у вас, а не туалеты!\n(привет из Шуваловского корпуса, там всё красиво и чисто)	The shit of a toilet you have here!\n(I'm from the Shuvalovsky building, everything is nice and clean there.)	Russian
15may2014-msu-f	reply	У нас тут вообще пиздец.	Everything is shit here.	Russian
15may2014-msu-f	reply	Это связь поколений, тащемта	This is kinda generational bridge.	Russian
15may2014-msu-f	reply	Везёт, а у меня набор :(	You're lucky, and I have a set.	Russian
15may2014-msu-f	reply	А у меня топор (:	And I have an axe.	Russian
15may2014-msu-f	reply	Тор - бобер	Tor - beaver.	Russian
15may2014-msu-f		❤ Larry		English
Leipzig_20190823_120438	verse	Statt Politik zu diskutieren, bin ich nur zum Kacken hier	Rather than discussing politics, I'm only here to poo.	German
20190327_113819		Opiskelin noin seitsemän vuotta, näin vuosikurssi-ihastukseni, saimme lapsia.\nNyt pyörittelen papereita kanslerin alaisuudessa ja sen sijaan, että sovittelisin revolveria suuhuni, tulen tänne hakemaan sisältöä elämääni.	I studied about seven years, I met my crush at the class, we had children, now I'm doing paperwork under the chancellor and instead of trying to put a revolver to my mouth, I come here to search content for my life.	Finnish
20190327_113819	reply	Omistatko oikeasti revolverin?	Do you really own a revolver?	Finnish
20190327_113819		Rasisti ei banaania syö	A racist doesn't eat bananas.	Finnish
20190327_113827		Paskoin täällä ekan kerran pääsykokeessa 2005, valmistuin vuosia sitten, paskon täällä edelleen	I shitted here for the first time in 2005 when I had my entrance exam, I graduated years ago, I still shit here.	Finnish
20190327_113827		Sukuvaltio	Familynation	Finnish
20190327_113827		Suomi tahtoo verta?	Finland wants blood?	Finnish
20190327_113827		Suomi EI tarvitse ulkomaista roskajoukkoa: murhaajat, raiskaajat, rosvot, [...], juopot	Finland DOESN'T need trash groups from abroad: murderers, rapers, crooks, [...], drunks	Finnish
20190327_113827	reply	Tää :D	This.	Finnish
20190327_113827		Tere Sammallahti	Hello Sammallahti	Finnish
20190327_113827		Läski Nato	Fat Nato	Finnish
20190327_113827		INB4 rasisti 	INB4 racist	Finnish
20190327_113827	reply	En vitussa ole	I'm definitely not	Finnish
20190327_113827	reply	Paskoin täällä ekan kerran 1982, sitten tuli pari välivuotta ja nyt 2018 teen gradua ja paskon täällä edelleen	I shitted here for the first time in 1982, then I took a couple of years of and now 2018 I write my final thesis and still shit here	Finnish
20190327_113827		Kuudes vuosi yliopistolla alkaa, sain olla eka joka kirjoittaa tähän paperiin. Yliopistourani suurin saavutus.	My sixth year at the University starts, I was first to write on this paper. The biggest achievement of my University career.	Finnish
20190327_113827		Mee töihin!	Go to work!	Finnish
20190327_113827		Kolmas!	Third!	Finnish
20190327_113827	reply	Kahdeskymmenestoinen!	22th!	Finnish
20190327_113827		Hävetkää vitut!	Be ashamed you cunts!	Finnish
20190327_113827		Ankara äärimmäinen kilpailu	Hard extreme competition	Finnish
20190327_113827		Trivial Pursuit-yhdentekevä kilvoittelu	Trivial Pursuit indifferent competition	Finnish
20190327_113827		Saatana on herrasmies	Satan is a gentleman	Finnish
20190327_113827	reply	Saatana on myyntimies	Satan is a salesman	Finnish
20190327_113827		Sukupuolineutraalit vessat ovat perseestä	Gender neutral toilets suck	Finnish
20190327_113827	reply	Sukupuolineutraalit vessat asiaa! (ja täällä minä toimittamassa toista asiaa)	Gender neutral toiles are good! (and here I'm having one)	Finnish
20190327_113827		Rotuerottelu	Race segregation	Finnish
20190327_113827		Maahanmuuttoikä 50 v	Immigration age 50 yrs	Finnish
20190327_113841		Nuorin EU:ssa	Youngest in EU	Finnish
20190327_113841		Puheviestintä on perseestä	Speech communication sucks	Finnish
20190327_113841		Itseäni ei sukupuolineutraalit vessat haittaa, mutta aika? monet ihmiset niissä on vaikuttanut	I don't mind gender neutral toilets, but quite many people seem very ? in them	Finnish
20190327_113841		Ilmoitustaululla 16 tulevista väitöksistä 19 on in Her Majesty's English language	On the notice board 16 of 19 upcoming theses are in Her Majesty's English language	Finnish
20190327_113841		Trump + Hillary = Billy + Melanie\nSiinäpä parinvaihtoHalloween	That's a couples swing Halloween	Finnish
20190327_113841		½ pöntön fuksineitsyyden 2018	½ toilet first years virginity 2018	Finnish
20190327_113841		[...] Lapsivaras	[List of names]\nChild thief	Finnish
20190327_113850		Ämmien loukku	Bitch trap	Finnish
20190327_113850		Saan Kelalta nyt 200 €/kk edellisen 400 €/kk sijaan\nKyse ajojahdista 	I receive 200 euro per month from Kela (social security office) instead of 400 euro per month this is a witch hunt	Finnish
20190327_113850		Suomessa ei ole sos. turvaa	There is no social security in Finland	Finnish
20190327_113850	reply	Minä en saa Kelalta mitään	I don't get anything	Finnish
20190327_113850		Nostivat 490:n	They raised it to 490 euros	Finnish
20190327_113850		tammi 2019	January 2019	Finnish
20190327_113902		Persuista kuuluu Trump Trump	I hear Trump, Trump from Persut [a political party]	Finnish
20190327_113902		Paskaläjä	Peace of shit	Finnish
20190327_113902		Perskeko	Ass pile	Finnish
20190327_160225		Vittu oon nöyryyttänyt itseni	Fuck I've humiliated myself	Finnish
20190327_160225		Lukekaa tämä: Chungtse: Joutilaan vaelluksesta	Read this: Chuangtse: [Name of the book]	Finnish
20190327_160225	reply	Markus Aurelius: Itselleni	Marcus Auerlius: Meditations [To one's self]	Finnish
20190327_160225	reply	Ilman – Timo Hannikainen	Without - Timo Hannikainen	Finnish
20190327_160225		Hurrit vittuun Suomesta!	Swedish go away from Finland!	Finnish
20190327_160225	reply	Ugrit takaisin Siperiaan!	Ugris go back to Siberia!	Finnish
20190327_160225	reply	Kiina pois Aasiasta!	China go away from Asia!	Finnish
20190327_160225		Klaanikunta takaisin	Klan nation back	Finnish
20190327_160225		Maapallo [...]	Globe to [...]	Finnish
20190327_160225	reply	Kannatan	I agree	Finnish
20190327_160225		Kiitos Mestari	Thank you Champion	Finnish
20190327_160231		Tajuatte vielä nerouteni!!! Lukekaa kirjojani!! T. Tohtori Paavo Väyrynen	You will understand my genius! Read my books!! Wishes: Dr. Paavo Väyrynen	Finnish
20190327_160231		Raejuusto on oikeasti muumijauhelijaa	Cottage cheese is actually moomin mince.	Finnish
20190327_160231		Kauppa”tieteet” - > humanistin ”palkka” -> työ joka on ”merkityksellistä”	Economic ”studies” -> ”salary” of a humanist -> work that is “meaningful”	Finnish
20190327_160231		Elämä nopea tee lapsia	Life is fast, make babies	Finnish
20190327_160231		paitsi että lika näkyy helpommin	except you can see the dirt easier	Finnish
20190327_160231		niin ja palaa auringossa	and you'll burn in the sun	Finnish
20190327_160240		Testaa rajojasi Puhu Totta	Test your limits Speak truth	Finnish
20190327_160240		Yrittäkää enemmän! En inspiroidu tästä paskanjauhannasta	Try more! I'm not inspired by this bullshit	Finnish
20190327_160240		Kyberkeskus valvoo hybridejä	Cybercentral supervises hybrids	Finnish
20190327_160240		Muistakaa äänestää äärikeskustaa!	Remember to vote extreme central!	Finnish
20190327_160240		Kuka on tämä kaikki?	Who is this all?	Finnish
20190327_160240		Rikos sallittu suojeluskyttismille, anarkia sallittu kommunismille, välinpitämättömyys tieteelle, erhe jumalalle	A crime is allowed to protection, anarchy is allowed to communism, indiffedence to science and mistake to god.	Finnish
20190327_160240	reply	Ei lotunkeja Suomeen! Ei lotunkeja minnekään! Ei mitään minnekään!	No lotungs to Finland! No lotungs to nowhere! Nothing to nowhere!	Finnish
20190327_160240	reply	Lotungit pois yliopistosta! Lottungit vittuun koko Suomesta!	Lotungs away from university! Lotungs away from whole Finland!	Finnish
20190327_160240	reply	Mikä on lotunki? Varmaan joku persutermi	What is a lotung? I guess some term	Finnish
20190327_160240		Ähtärissä vakoilijakuulutusta	There are spy announcements in Ähtäri	Finnish
20190327_160240		Ämmä ei ole mies	Bitch is not a man	Finnish
20190327_160240		Nöyristelet saadaksesi 	You'll humiliate yourself to get it	Finnish
20190327_160240		Et tarvii kun opit	You won't need it when you learn	Finnish
20190327_160255		Kiitos Herralle!	Thank you Lord!	Finnish
20190327_160255		Tarpeita tyydytetään se on viisasta	It's wise to satisfy your needs.	Finnish
20190327_160255		Kuolema koittaa aikanaan meille kaikille	We will all eventually die.	Finnish
20190327_160255		Eikös vasuri ole vasurin pahin vihollinen?	Isn't a leftie the worst enemy of a leftie?	Finnish
20190327_160255		Onko tämä ns edistys vasuriviheröintä	Is this so called progressive leftists and greenist	Finnish
20190327_160255		Papru-Sensuuri	Paper censorship	Finnish
20190327_160255		Kuolema: [...]	Death to: [list of names]	Finnish
20190327_160255	reply	Minullekkinko?	To me too?	Finnish
20190327_160313		Vihreä vasemmisto	Green lefts	Finnish
20190327_160324		Sisäistä luontoa	Understand nature	Finnish
20190327_160331		Mitä tekisit jos et pelkäisi?	What would you do if you weren't afraid?	Finnish
20190327_160331	reply	Flirttailisin	I'd flirt	Finnish
20190327_160331	reply	Kävisin Haitissa ja Jamaikalla	I'd visit Haiti and Jamaika	Finnish
20190327_160331	reply	En mitään	Nothing	Finnish
20190327_160331	reply	Polttaisin tupakkia	I'd smoke cigarettes	Finnish
20190327_160331	reply	Hankkisin pääkallotatuoinnin käsivarteeni	I'd get a skull tattoo on my arm	Finnish
20190327_160331		Iivana äsken tarpeilla kun mennyt tavaraa liki pöntön yli!	Has a Russian (an Ivan) been here? because shit has gone over the toilet!	Finnish
20190327_160331		Ummetus kun tulee väki ei pääse pois	When constipation comes, people wont' get out.	Finnish
20190327_160339		Jos tällä suorituksella pääsee läpi, niin sitten kyse on vain koulun tasosta ja luovuudesta	If I pass this exam, then it's only about the quality of the school and my creativity	Finnish
20190327_160339		Tulin tänne kun rupesi tulemaan kakkahätä	I came here when I started to feel I needed to poo.	Finnish
20190327_160347		Viva Vihreä Vasemmisto	Viva Green Left	Finnish
kgd1		Я люблю\nЛизу ❤\n04.10.19	I love\nLisa ❤\n04.10.19	Russian
kgd2	reply	Сава ❤\n04.10.19 ❤	Sava ❤\n04.10.19 ❤	Russian
kgd3		Make Ельцин	Make Yeltsin	Russian
kgd4		RELAX		English
kgd4		Фил ❤	Phil ❤	Russian
kgd4		Рома!\nДай денег!	Roma! Give me some money!	Russian
kgd5		Покайся ☦	Repent ☦	Russian
kgd5	correction 	Покакайся	[Poop yourself]	Russian
kgd5	reply	А лучше покакай	But better poop	Russian
kgd6	verse	ЧЁ-ТО ТАМ\nРА-ПА-ПАМ\nВ КПД\n2К19\nВСЕ ДЕРЬМО\nРЕАЛЬНО\nБИЧ\n7.13.19\nИКМСЯ	Something\nTra-la-la\nIn [...]\n2019\nEverything is shit\nReally\n[Bitch?]\n7.13.19\n[...]	Russian
kgd7	verse	Свобода потеряла\nпервородство.\nЕё нет ни здесь\nни там.\nКуда плыть?\nНе знаю, капитан.	Freedom has lost\nits primogeniture.\nIt's neither here\nnor there.\nWhere should we sail?\nI don't know, captain.	Russian
kgd8		Ножек\nПитер\nБелгород	Nozhek [?]\nSt Petersburg\nBelgorod	Russian
kgd9		Иркутская область\nделает движ	Irkutsk Region [moves it]	Russian
kgd9		❤ ❤ ❤ ❤ ❤ Ко{м}мунизм - путь рабства ❤ ❤	Communism is a path of slavery	Russian
